reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3GJLQXJVHTUXA,B00009W3P7,"chemicalgutter ""RobaDoba""","[0, 0]","Works great.  Great Price.  These are surprisingly hard to find locally (especially greater than 4 feet long), even if I was willing to pay more.  I bought this to convert my newer style used dryer to work with the old style outlet in my rental house.",5,Works great.  Great Price. Easy to convert back to the old style.,1384819200,"11 19, 2013"
A3FLQUP8SFDQQ7,B00009W3P7,horizonranch,"[0, 0]",A cord is a cord. Had a 4-prong and needed a 3-prong. Probably should have gotten the 10 footer for a little versitility.,5,Perfect- better than 4' cord.,1373241600,"07 8, 2013"
A26CNMEYMMK5R7,B00009W3P7,mwil1571,"[0, 0]",The 6 foot cord is usually much longer than what comes on as oem for most dryers. Installation is a snap and the cost was half of that compared to other stores.  The cord has been working to expectations and wouldn't expect any issues.,5,Best bang for your buck,1395878400,"03 27, 2014"
A3KFGM2M6OLUIM,B00009W3P7,Praxis Axis,"[0, 0]","This cord is exactly as described, comes with all needed hardware, and has open-ended eyelets so you don't have to fully remove the screws on your dryer.",5,Exactly as described.,1382054400,"10 18, 2013"
A2S1B7TINVBDQU,B00009W3P7,Stephen,"[0, 0]",good product,5,Five Stars,1405036800,"07 11, 2014"
AVJPRJZ40BD5X,B00009W3P7,"W. Mackert ""Lifexplorer""","[0, 0]","Enjoyed getting this product, quick and timely.  The product quality was good and without any defects, the electrician like it and the components were first rate",5,"quality and price, couldn't beat it",1357257600,"01 4, 2013"
A1QT62L2NODION,B00009W3P8,Aaron D. Ashley,"[0, 0]","Half the twice, and just as good as the more expensive ones.  I like the fact that it is closed eyelet as well",5,as good as any other,1392940800,"02 21, 2014"
A2ZRO61TYXLOXE,B00009W3P8,"A. Oberholzer ""Duke""","[0, 0]","I hesitated for about a minute,,,,then acted!! Boy am I glad I did!! This is every bit as solid.safe,well put together as anything I have ever seen on a NEW Dryer!! Go for IT!!",5,just like original!,1308700800,"06 22, 2011"
A74RWAZ7DXH3Q,B00009W3P8,Jason Burgett,"[0, 0]",This cord works well. Everything needed to connect it is included in the package. I did not get electrocuted and that's probably the best you can hope for with a dryer power cord.,5,Works as advertised,1376784000,"08 18, 2013"
A3QLUPMSC1UG4Q,B00009W3P8,Stephen J.,"[0, 0]",Works just as well as the cord I purchased from a big box store at a much better price.  Appears to be just as durable too.,4,Bargain plug,1369699200,"05 28, 2013"
AP1BI808WP8L9,B00009W3P8,Tom,"[0, 0]","The material quality is excellent.The cord length is relatively short. Due to the orientation of my outlet, the cord barely make it.Make sure you have some guardband in the length. Otherwise, it's an excellent product. Strongly recomment!",5,"Good Quality, Strongly Recommend!",1306454400,"05 27, 2011"
A208TMFT3893V6,B00009W3P8,VK,"[0, 0]",This is a good quality cord that is priced well below the suggested retail price. I've been using it for a couple of months mow and I haven't had any problems with it.,5,Works well,1354233600,"11 30, 2012"
A1K8UFY1MC6HSD,B00009W3PA,1rene0,"[0, 0]",Exactly what I needed as I couldn't find any in the big name stores.  The 10' length option helps out since my dryer is stacked on top of my washer that's plugged into a different outlet.,5,Does the job!,1404172800,"07 1, 2014"
A1U6J23NNFTFN2,B00009W3PA,Aaron M,"[0, 0]","My wife and I recently purchased a new house, brought our washer and dryer over, and discovered that there are several different types of plugs for dryers. I bought this plug on Amazon for $9 and change when Lowe's and Home Depot wanted about $40. It installed perfectly and the dryer now runs just like it always did.",5,"And excellent, quality dryer cord",1404345600,"07 3, 2014"
A1RQQV9HYHDHDN,B00009W3PA,Adam Baer,"[0, 0]",I purchasaed a new dryer and did not want to reuse the cord from my old unit. This unit installed in a pretty straight forward manor. Quality was as expected. No Complaints,5,Easy install,1388016000,"12 26, 2013"
A24EUYD7WEU5CA,B00009W3PA,Adam Cortes,"[0, 0]",If your even second guessing the length of the 6ft cable you bought at you local hardware store. Buy this.,4,Great Cord!,1362700800,"03 8, 2013"
AW48XX5Q02Q79,B00009W3PA,AGS,"[0, 0]",Moved the washer & dryer to install a utility sink and the 6 foot cord was not allowing us to do so .  this cors was just what was needed.,5,solved my problem,1397433600,"04 14, 2014"
A11KAB0Y2RR2DK,B00009W3PA,"Alester Buckman ""Horror buff""","[0, 0]","This is a little unusual as far as a review would be considered. Anyone who has dealt with electronics knows how simple a power supply cord is. Therefore, a review for one is a little strange to write.Overall, it appears identical to the one that was originally on her dryer, from the factory. It appears to be very well-made and, more importantly, is 10 feet long. Locally, I could only find some that were up to 6 feet, and they were too short for her need.Since it was so much like the original, I could find nothing wrong with it and it contained everything I needed to connect it to the dryer. Additionally, it does give me enough play so that if I have to replace an end, I have the room.The price was also outstanding given that the six-foot version was about five dollars more than this one, locally. Shipping was excellent and it arrived on time.I would recommend this to anyone who needs a dryer cord of this size. Very simple to attach and should give plenty of service life.",5,I am not exactly sure what to say about this.,1382486400,"10 23, 2013"
A3ONAIVSRSVMR4,B00009W3PA,Alex Basarab,"[0, 0]",worked great fit the bill just right didnt have to go hunt one down so glad i found what i needed,5,great,1404086400,"06 30, 2014"
A2XYMZ3A5RN95,B00009W3PA,Allida Mach,"[0, 0]","If you need  a longer dryer cord to put dryer in better location, this cord is perfect.  It worked very nicely.",5,10 ft dryer cord,1379548800,"09 19, 2013"
A24C59LLCGNA1S,B00009W3PA,Aly,"[2, 3]","As good a quality, if not better, than products sold in high end appliance stores. The 10-foot length was perfict. I didn't have to change the layout of the room the dryer is in because of the 3-foot cord that came with my new appliance. I highly recommend it.",5,A #1,1312934400,"08 10, 2011"
A2QG1RNQSF1GE0,B00009W3PA,Amanda W,"[0, 0]",will do the job just fine.  Nothing special just the length is what I needed.,5,will do the job just fine. Nothing special just the length is what I ...,1404950400,"07 10, 2014"
A25B9XT5G64DAV,B00009W3PA,Amazon Customer,"[0, 0]","could not find a ten foot cord at any stores where I live, thank goodness one was available or I would have had to move my dryer, was easy to hook up to dryer and works great, seems plenty sturdy also",5,easy,1388188800,"12 28, 2013"
A28CPS7G6E64YK,B00009W3PA,Amazon Customer,"[0, 0]","This is a great dryer cord, we needed something a little longer for our dryer placement and this worked out perfect.",5,10 Foot Dryer Cord,1298764800,"02 27, 2011"
A1AMP5IM2UO0GE,B00009W3PA,Amazon Shopper in CA,"[0, 0]",I am the least handy person on the planet and I was able to easily use this cord and switch it out on our dryer when we moved.,5,Easy Enough,1403136000,"06 19, 2014"
A1EJ49Y3XEIAX9,B00009W3PA,Andrew Carrick,"[0, 0]","We needed a longer cord for our dryer, but could not find one anywhere nearby. After looking for several days, I got online. It is a full-quality cord, just longer. Following the instructions, I put it in myself. We've had it a year now, with no problems at all.",5,"Fast delivery, excellent cord",1379289600,"09 16, 2013"
A2AWSHXOW9U2PQ,B00009W3PA,An Honest Engineer,"[0, 0]","Looks feels and works great. I did not need it for a dryer, just for some testing, but I think it is doubtful if a cord of this length is allowed by local regulations. For safety I would still play it safe, and have the outlet moved if you need to bridge this distance.",5,"Seems great, but I would advise to bridge the distance by having the outlet moved.",1386115200,"12 4, 2013"
A29AWYJYGJ5D1Q,B00009W3PA,Ann M. Jenkins,"[0, 0]","Wish I had found this over a year ago!  Couldn't arrange washer and dryer where they were meant to go because of the outlet so far away.  Finally went online to find a long cord, and now I don't get wedged between appliances and the laundry room door when I do laundry...all because of this cord!!!!  Simple fix and it arrived before I could do another load of laundry!!!",5,10 ft. Dryer Cord,1356566400,"12 27, 2012"
AY0X8YAJEBZPP,B00009W3PA,Ben,"[1, 2]","10 feet working great as a 6 feet, if not better, commercial grade product.  highly recommended, lolz, seriuosly.",5,works great,1272240000,"04 26, 2010"
A30RZUJ8LMVCA7,B00009W3PA,BethG,"[0, 0]",Perfect! I stacked the dryer on top of the washer- and then the cord was too short to reach the outlet.  This was easy to install and solved the problem.,5,Perfect product!,1384041600,"11 10, 2013"
A1HKZAWVI7HV29,B00009W3PA,Betsy Lescosky,"[0, 0]","I ordered a new washer and dryer from Sears, and the young lady at the store forgot to add a dryer cord to my order. I bought this one and it seems to be just fine.",4,What I needed,1403136000,"06 19, 2014"
AIQORT9402J1F,B00009W3PA,"B. E. Zimmerman ""bezimmer""","[18, 20]","This is a high quality item that did the job. It was hard to find a 10 ft dryer cord and I was a little leary about not being able to inspect the quality before purchasing, but it's every bit as good as the shorter versions available at local retailers.",5,Exactly what I expected and needed,1162857600,"11 7, 2006"
A1IFXZADGVS3IK,B00009W3PA,Brisnana,"[1, 1]","It was either find a cord longer than 6ft or pay an electrician to move the outlet.The cord is exactly what I needed and works perfectly. I installed it myself in a matter of minutes and now the dryer is out of the way. Couldn't be happier; don't know why I waited so long. I'm not sure how the Amazon.com site works when it sells products from several companies. I initially picked the company that was at the top and they stated the product was out of stock for 4 weeks. I waited and received an email that there was no expected ship date. I decided to order from the next company and I received the cord in 3 days. If a company doesn't have a product in stock, why would Amazon list them first? You live and you learn (if you're lucky) and even after the confusion, I would order from Amazon again.",5,Just what I needed,1276300800,"06 12, 2010"
AGJQ1DYBZFHER,B00009W3PA,Carine Mattix,"[0, 0]","It was easy to install, good quality and long enough. Just what I was hoping for and expecting. Thank you!",5,Exactly as expected,1374537600,"07 23, 2013"
A1ADRPWUB3AX2H,B00009W3PA,Carl J. Klossner,"[0, 0]",I ordered the 10 ft. 3-wire dryer cord to replace the 6 ft cord that came with our new dryer!  The hook up was easy and it is perfect in length!,5,Just the right length!,1361059200,"02 17, 2013"
A2LE4MS6UYS766,B00009W3PA,C. Buckley,"[2, 3]",Ordered this because my dryer's cord was not long enough to reach the plug in.  I have a whirlpool dryer and this works perfect for what I need.,5,Petra 90-1028 3 Wire Dryer Cord,1311811200,"07 28, 2011"
A3PIGFRS4LI5JT,B00009W3PA,Chell Slayton,"[0, 0]","We didn't realize that our new dryer required a different cord than our old one...until the day it arrived.  This one is easy to hook up with instructions included, and arrived quickly.",5,Petra 90-1028 3-Wire Dryer Cord 10Foot 30A,1358726400,"01 21, 2013"
A2BSLTB5DDILBA,B00009W3PA,Chris,"[0, 0]",Why pay more at the local home depot when you can get this one in 2 days? Not much else to say...,5,Cheap and What I Needed,1400025600,"05 14, 2014"
A3AU5EOD16G0V3,B00009W3PA,chris,"[0, 1]","Great price, great item, comparable to other BIG name brands for dryer cords. Fit exactly as my other cord. Thanks!",5,Great price!,1394064000,"03 6, 2014"
A1GGKZOWJIHEKZ,B00009W3PA,Cindy Lee,"[0, 0]","This is the 3-wire dryer cord, exactly as described.  I liked the picture on the website, as this made ordering so much easier.",5,Exactly as described,1326067200,"01 9, 2012"
A2IBSOWR6MK6WQ,B00009W3PA,Clint Jackson,"[0, 0]","I work for a retail store and needed a replacement part. Amazon had the part I needed for a fraction of the price, simple easy to use ... Thanks Amazon",5,nice and long,1371945600,"06 23, 2013"
A37VKXYZTK8NS5,B00009W3PA,Clint McCaskill,"[0, 0]","Solid product, repaired my dryer with this cord, previous one burnt out somehow when I purchased it used. Popped this in and worked like a charm.",5,Works as advertised,1388448000,"12 31, 2013"
A1V23RXLRBR73T,B00009W3PA,C. M. Lynch,"[0, 0]",This did the trick! And it also saved us a ton of money. We purchased our dryer through a Big Box supplier and they wanted a ridiculous amount of money for this piece...,5,Dryer Cord,1398124800,"04 22, 2014"
A1XW95G1PWTBSG,B00009W3PA,Cori Ann Yeomans,"[2, 3]","We needed the extra long dryer cord, badly, and were elated to find it online.  It came fast and worked great, as promised!",5,Fantastic Product...,1310947200,"07 18, 2011"
A1Q74C65A8CPAY,B00009W3PA,Crystal Moody Siegel,"[1, 1]","I recently purchased a new dryer and needed a long cord than what I could purchase at the local big box store.  Suprisingly found this cord on Amazon.com.  It arrived much sooner than I thought it would so it was here and ready to go when the dryer got installed.  Plus, the installer asked me where I found a 10 foot cord as he has had numerous customers ask about them.  I told him Amazon.com.",5,Cord for my new dryer,1330819200,"03 4, 2012"
A1JQHFXQSVIDQW,B00009W3PA,CST,"[0, 0]","Bought a dryer used off CL.  Needed to swap out the cord.  Home Depot had it for $18, so I saved about $5-$7.Installation was easy.  As long as you're partially competent, you should be able to swap out cords.",5,Served its purpose,1357171200,"01 3, 2013"
AUS2L6POOJ8D9,B00009W3PA,Customer,"[0, 0]",Works fine. Individual wires could have been color coded like all of the others to more easily match the connections on the back of the dryer. Good price.,4,Good price,1358985600,"01 24, 2013"
A2HRYO9RTTFBM9,B00009W3PA,Danielle Howland,"[0, 0]",we bought this cord out of need rather than want.  We relocated our dryer and needed the extra lenght of the cord.  Easy for my husband to change the cord (he's a jack of all trades though) .,5,cord change,1353715200,"11 24, 2012"
A310XRRM3T7J33,B00009W3PA,Darlene Bechand,"[1, 1]",Thank you for the great service. The wire was very hard to find and I came across it on your web site.  It was very helpful in an older house.,5,Dryer wire,1380758400,"10 3, 2013"
AEL0Y59FE3N6R,B00009W3PA,DavidP,"[0, 0]",My house was set up to use a gas dryer or electric but I wanted to use my electric dryer where the gas dryer would hook up. The standard cord was about 4 foot too short. This solved my problem. I have been using this for nearly 6 months and haven't noticed it so that is the best compliment you can give a dryer cord. It is heavy duty and high quality.,5,Nice quality and solved my problem,1391990400,"02 10, 2014"
A1T7BZGM58BIAZ,B00009W3PA,David White,"[0, 0]",works just like a regular dryer chord but it has the length of 10 feet to make it a more versatile extension,5,just what it was advertised as,1382745600,"10 26, 2013"
AOQTM8ALZSSDN,B00009W3PA,dbell,"[0, 0]",Great price and it works! Fast delivery. Couldn't be happier.,5,Five Stars,1404345600,"07 3, 2014"
A2KTRWDX5WNMI,B00009W3PA,Derek Schmidt,"[0, 0]","Super simple to install, identical to the 6' cord that I already had, except four feet longer. Six feet was too short, and ten is a little longer than I'd be perfectly happy with. I feel like an 8' cord might have done better, now that I see the 10-footer as I have it. I'll include a photo of my arrangement to help others gauge their needs in case they want a similar arrangement.",5,Works perfectly,1396828800,"04 7, 2014"
AQBC84HTB4YA7,B00009W3PA,"D. McKinley ""Ironhorse""","[0, 0]",High quality and affordable dryer cord. It's impossible to find a cord in any store that's longer than six feet. Get this cord.,5,Great,1374192000,"07 19, 2013"
A6RN9L5VJTSUA,B00009W3PA,D. M. Rosenstock,"[2, 2]",This power chord was extremely easy to install and worked without any issues.  The price was right as well.  I am very happy with the purchase.,5,It worked,1338768000,"06 4, 2012"
A2IVPQCGN8QSA8,B00009W3PA,Erin F,"[0, 0]","We recently purchased a new washer/dryer and had them stacked. Unfortunately during installation, we discovered that the standard power cord would not reach. No local store carried a longer cord in stock.  I was nervous about buying a cord online but when this arrived it was easy installation and it does the job. Grateful for amazon and this purchase!",5,Did the job!,1364342400,"03 27, 2013"
A3H5UTPAUI8SAP,B00009W3PA,Evelyn S. Davies,"[0, 0]","we move to a smaller place and had to stack are full size front load Samsung washer and dryer, dryer was on top cord was too short so this work perfect",5,just as ordered,1378425600,"09 6, 2013"
A3WEKT312MAQX,B00009W3PA,Fandango,"[0, 0]","What do I know about dryer cords that I didn't know before?  They really do mean power cord, NOT extension cord.  You need to buy one separate from your dryer, and if you don't, you won't be able to plug in your dryer (I didn't see that coming).  A 6' cord should be long enough (the longer ones are more appealing to the price-conscious, but unless you need it, the extra length just wastes electricity).  There are 3-prong and four-prong plugs but most take the 3-prong (look closely at your outlet.  At first glance, some of the outlets look like they have 4 holes when they really only have 3).  Lots of people already know this, and lots of people flat don't believe it till they get their dryer and can't plug it in.  I was in the latter group.  As dryer cords go, this one did the trick for my LG dryer, but I don't know how to judge whether it's a good one or not.  I'll give it five stars because there's no reason not to.",5,dryer cord,1350518400,"10 18, 2012"
A3A7QZ502Z8M2W,B00009W3PA,Frank E DeKoskie,"[0, 0]",We moved our washer/ dryer connections away from the power source and needed more length - the product was simple to install and inexpensive,5,simple and easy,1352332800,"11 8, 2012"
AUQD59AC7O4KM,B00009W3PA,frog-man,"[0, 0]","great quality,wonderful seller,fast shipping,great doing business with,highly recommend it,perfect wire cable,it was actually my dad that bought this cable because he needed a wire cable for one of his projects and I told him where to buy it which is amazon.com website, it's working fine right now as we speak! so my dad and I are pretty happy with this purchase! thank you.",5,great cable,1391299200,"02 2, 2014"
A3C6NG1YO51QRP,B00009W3PA,GarrMatey,"[0, 0]","So, this really sucked having to hook this cord up to my dryer which was made for four prong, but my house is three prong. Anyway, the house hasn't burnt down or anything, they dryer works fine, so there ya go: five stars.",5,I'm no electrician,1377216000,"08 23, 2013"
A1PYPH3JJD1QMS,B00009W3PA,G$,"[0, 0]","This power cord is similar, if not better quality than the cords you find at the local big box or hardware stores.  You can't find longer than a 6' cord in your local stores.  This really came in handy so that I could stack my new LG washer and dryer, even though my electrical outlet was over 9' away.  My laundry area is now much more spacious and tidy.  Thanks!",5,Perfect solution when you need a longer cord,1362614400,"03 7, 2013"
AOKBD8UJCD4D5,B00009W3PA,GodLovesUS,"[0, 0]",Standard 3 wire - 30 amp cord. I wanted one longer than the typical 4 foot. Made in China like most electrical items are. No problems hooking up. The old cord on the old dryer was thicker and appeared to be more heavy duty but you are not suppose to use a ten year old cord on a new dryer per the manufacture of the dryer.,5,PETRA six foot 3-wire dryer cord - 30 Amp,1354579200,"12 4, 2012"
A3FKOZ6CQCPHQK,B00009W3PA,Griff85,"[0, 0]",Just what I needed for my stacker dryer the cord wouldn't reach the outlet but now I have extra ft if I ever need it,5,Long cord,1368316800,"05 12, 2013"
A25OU0CAD56FGX,B00009W3PA,"G. Tibbitts ""willowtt""","[0, 0]","I bought this cord because it was cheap. The only problem I have had with it is that it's too long, and that only mattered while I was installing it. I would definitely recommend getting this product; It has been working well for me for the last couple of months.",5,Three prong drier cord works great,1273708800,"05 13, 2010"
A3RUVY6A3FUNOH,B00009W3PA,Guillermo,"[1, 1]","This item is a great plug for your aw, best part about it, is it was at a great price! Always make sure you buy one with yourcord long enough like in my case I used it to back feed from my dryer receptical back into my breaker-main panel since my Generator is a 120/240 volt to power-up my whole house in case of an power outage. 10ft. in my case was the perfect safe length for my job. Will buy any thing i need from here, their great!",5,"I bought this item in case of a power outage, I could connect my Generator to my dryer receptical, and back feed, worked great!!",1376006400,"08 9, 2013"
AL5UZG3QHUZE2,B00009W3PA,GuinnessFan,"[0, 0]","This cord seems quite well made.  Quality is the same as the six foot one I had to return to Lowe's because it was too short.  The extra four feet on this one did the trick, and at a good price.  Product description is accurate which meant I didn't have to click and hope for the best.",5,Excellent,1403481600,"06 23, 2014"
A3B00UNAXVH5MM,B00009W3PA,Haiy,"[0, 0]",good stuff for our brand new dryer.It is hard to find in local store. It arrived earlier than expect.,5,great!,1362441600,"03 5, 2013"
A1PMJC9E9VIWKI,B00009W3PA,happy customer,"[0, 0]",I needed to to move my dryer in order to vent it properly without having to move the plug.  I was concerned about how it would work but this 10 ft.cord was a perfect fit.  It arrived sooner than expected so I am very happy customer.,5,perfect fit,1349049600,"10 1, 2012"
A1K9YEF3G9RZIO,B00009W3PA,"HarleyD 04 ""R.D.""","[0, 0]","I purchased this in a hurry, it did the trick because it was long. I remodeled my laundry room and had to reposition the washer/dryer to a different wall. The previous homeowner had the dryer vented to the attic. That's as far as the vent went! I vented it out the exterior wall and didn't want ductwork visible, so I had to move units closer to vent. This cord was vital in doing so. Thank's to overnight shipping, I got it done fast!",5,longer the better!,1392249600,"02 13, 2014"
A24V1BGD5BYDHI,B00009W3PA,H. S. Marquez,"[0, 0]",This cord was is exactly what I needed. Very good priced and timely shipped. It looks sturdy and very well finished. Works great with my new LG dryer.,5,Exactly what I needed!,1330041600,"02 24, 2012"
AQE0BDJNEQQB0,B00009W3PA,ISRAEL,"[0, 0]",I bought this because I needed it right away and I needed a long cord. It came next day and I haven't had a problem. I would recommend.,5,Good product,1371513600,"06 18, 2013"
A9LVFMYKAVTGJ,B00009W3PA,James G. Davenport,"[0, 0]",I could not find a cord longer than 6 foot anywhere locally.  I check Home Improvment and Appliance Repair stores.... nothing.  I paid less for this 10 footer than I would for a 4 foot cord.,5,Works Great,1389312000,"01 10, 2014"
A3SWSSLM3R38K,B00009W3PA,"Janet L. Gallagher ""jang333""","[2, 3]","Exactly as advertised and exactly what I needed ! I was unable to plug in my new dryer because it was stacked and in an alcove . There wasn't enough room to use the 6 ft. cord that Best Buy insisted I needed in order to qualify for free installation.Guess who's getting their  $ 30, 6 ft cord back? I paid for an received expedited shipping.Love it when that happens !",5,Lifesaver !,1309478400,"07 1, 2011"
A1KCEFHPULW0OU,B00009W3PA,Jason,"[2, 3]",Not sure why the picture now has a dryer vent tube and clamps in it. This is just for the dryer power cord. It's a standard 3 prong I needed for my new dryer at a fraction of the cost that the retail store wanted.,5,Dryer power cord,1322524800,"11 29, 2011"
A2R30SPOGVK8U8,B00009W3PA,J Crutchfield,"[0, 0]","seems to be a quality cord, i needed a longer cord solution and thus ordered this one. Recommend this cord if a longer one is suitable.",5,long dryer cord,1388102400,"12 27, 2013"
AC6434KZQ0OFD,B00009W3PA,J. Doucet,"[26, 27]","This cord was just what I was looking for. No one in my local area had any dryer cords over six feet long. I checked in a 40-mile radius of my home. In fact, I was told they were not available anymore. Not being one to believe such tales, I checked online and found this one. Price was right, shipped quickly and I had my new dryer running! The quality is first-rate. If you need a ten-foot dryer cord, this is the one to get.",5,Dryer Cord 10' 30A/3 wire/10G,1214697600,"06 29, 2008"
A1ANMDOJGEB1I6,B00009W3PA,jeannie,"[0, 0]",Very happy with product and love that it shipped so fast.  It was hard finding a 10' cord but this one is perfect!,5,Really fast shipping.,1370822400,"06 10, 2013"
A21CZBUSK8VCD2,B00009W3PA,"Jeffrey Taylor ""Jtaylor""","[0, 1]","We had just moved from a house into an older apartment complex that had washer/dryer hook-up and I thought that the dryer cord would be able to make the outlet. It wasn't till everything was signed and we moved everything in that I discovered the cord wasn't going to reach. I needed about 4 more inches and that was going to be pushing it. How the laundry hook-ups were, the only thing that would accommodate would be a stackable washer/dryer, which I don't have. I, like most other reviewees, searched everywhere but no store carried a cord longer than 6ft. I had already had to change out the cord that came with the dryer from a 4-prong to a 3-prong when I moved into the house so I was a little frustrated that I would have to buy yet a 3rd cord. I placed an order before Christmas, but est delivery was for the 10th of January. I cancelled the order in hopes of finding another way since it was going on 2 weeks before I had a chance to any laundry. I stacked the dryer on a couple totes next to the washer for the time being. It was still a hassle but at least I was getting clothes done. I re-ordered the cord and received it today and it is awesome. It's just a cord but something like this needs to be supplied in retail stores. The prices that I researched on all dryer cords seem like they wouldn't be too different from online stores, after shipping and tax. But overall, my wife and I are happy with the result of not having to struggle to clean clothes now. Go ahead and get this product if you need a longer cord.",5,Just What We Needed,1264032000,"01 21, 2010"
A18T39IZIGKFE5,B00009W3PA,Jen.m.l,"[0, 0]",Moved into a new apartment which I was under the impression would fit a full size washer and dryer. The washer and dryer fit nicely but it was then I realized the space was designed for a stackable set and the dryer plug was high up on the wall. My 6ft cord was about 1.5 ft too short. Talk about frustrating. I looked at all of the local hardware/appliance stores for a cord that was longer than 6 ft with no luck. Thank goodness for amazon! My 10ft cord was affordable and arrived in a timely manner. The cord is of great quality and works like a charm! I have never been so excited to be able to do my laundry.,5,Perfect,1366588800,"04 22, 2013"
A26ANUIG59BQ4U,B00009W3PA,Jenna Harris,"[0, 0]","Easy to set up, cheap to buy and it works! What more could you want from a dryer cord? Like it.",5,Works!,1379116800,"09 14, 2013"
A1EHWWEJVEHZBF,B00009W3PA,JennyO,"[0, 0]","Finding the right dryer cord is not always the easiest thing to do, so finding this one and I might add, at a great price, was awesome. We are now using our upstairs laundry room, and don't have to go to the basement anymore. Thanks GizmosForLife!",5,"Excellent product, excellent service",1365465600,"04 9, 2013"
A39FMRSX825MVY,B00009W3PA,"Jerry Wolkoff ""Jerry W""","[0, 0]","This is a high quality, 10 ft. long, heavy duty, well made 3 prong power cord for clothes dryers. The product is excellent and very durable. My suggestion, because there are no instructions included,  and nothing should ever be assumed when working with electricity (by the way make sure you turn the circuit breaker off for the dryer power when connecting this power cord), is that the 3 wires from the power cord which connect to the screws on the back of the dryer terminal block should be color coded or labeled as to which one is the neutral wire, and which are the 2 hot wires. In reality they have made it so easy by making the center wire of this power cord as the neutral wire  (corresponding with the neutral white internal dryer wire connected already on the other side of the terminal block). So the center wire of the power cord  is connected to the middle/center screw on the dryer terminal block. The other 2 wires of the power cord get connected to either end screw on the dryer terminal block.",5,Excellent Product but 1 Suggestion.,1369785600,"05 29, 2013"
A1AUOQX66BKKFX,B00009W3PA,Jersey Girl,"[0, 0]","It's a 10-foot 3 wire Dryer cord, as promised, and delivered earlier than stated.  I was more than satisifed with this purchase.",5,As expected....,1398816000,"04 30, 2014"
A22D41Q11P1SZI,B00009W3PA,J. Frank,"[3, 4]","This 10-ft dryer cord was exactly what I needed.  Could not find one locally, this cord was as advertised by Amazon.  Strongly recommend!",5,Perfect Fit,1282089600,"08 18, 2010"
A2ASZEV4QMN2J3,B00009W3PA,J. Green,"[0, 0]",Our house required a 10 foot dryer cord.  I was glad to find this item on Amazon.  Make sure you have the correct wall plug for this cord.  The order came fast and with no problems.  What more could I ask for?,5,It Works.  Enough Said.,1387670400,"12 22, 2013"
AE7V92R2LVEJF,B00009W3PA,J. M. M.,"[0, 0]",This allowed me to have a normal laundry room.  The shorter cords is all they sell.  I've heard these 10ft cords aren't technically compliant.  It's worked fine and I've been assured by an electrician that it's safe.  Now I can have my laundry room set up well in a way that makes sense.  It has saved my sanity.,5,Awesome,1355875200,"12 19, 2012"
A1D9A9PBQVG7KB,B00009W3PA,"J. Moore ""cinco777""","[0, 0]",Worked as designed and was easy to attach to back of new GE Laundry Center.  Only problem was that I had to buy a new and larger cord protector for where the cord entered the metal attachment box on the back of the laundry center.,5,Easy to attach to back of new GE Laundry Center,1385856000,"12 1, 2013"
AMTF0B4VKQRPG,B00009W3PA,"JNB ""v_tach""","[0, 0]",Well made 10' cord with 10 gauge wire in the standard wiring configuration. Middle conductor is the ground with the hot legs on either side. Thumbing my nose at the local appliance retailer that wanted $30 for a 6' cord that was too short for my application.,5,"PETRA 90-1028 3-Wire Dryer Cord, 10-Foot, 30A",1399248000,"05 5, 2014"
A28UNSY08ZT74W,B00009W3PA,Joann Lindner,"[2, 3]","I was so happy to find this 10' cord. Since I wanted to stack my new washer and dryer it moved my dryer further away from the outlet and I needed approximately 9'. Upon checking in all Home stores and electrical supply stores, I found out that for a cord that long electricians make their own. I thought before I went that route, I would check on Amazon.com.  I would recommend this product. My dryer seems to be working fine. What can a woman say about an electric cord!!!",5,Amazon came to the rescue,1266883200,"02 23, 2010"
A1G1MK2DJG38KT,B00009W3PA,John M.,"[0, 0]",Received cord in good order.  It should do what is required.  A standard 6ft cord would not reach my dryer so I needed a 10ft cord.,5,10ft dryer cord,1345593600,"08 22, 2012"
A2QJTOAALWNCNR,B00009W3PA,"Jo Jo ""Hooked on Books""","[0, 0]",My daughter wanted to relocate her dryer but needed a 10 ft cord to reach the exisiting outlet.  I ordered this one and it was just what I needed.  The quality seems to be top notch.  It was heavier than the one that was on her dryer.  I installed it in a matter of minutes with only a screwdriver. I'm very happy with this purchase and would recommend it to anyone in need of a longer dryer cord.,5,Just what I needed.,1363824000,"03 21, 2013"
A9COUT6496XO0,B00009W3PA,Jose E. Melendez,"[0, 0]","Came in packaging, brand new as stated.  Received it in a couple of days. Saved me a lot of money from hiring an electrician to move the outlet.",5,Great Dryer cord,1366675200,"04 23, 2013"
AC4Z2O4D9YPB7,B00009W3PA,Josh Brinson,"[0, 0]","Perfect! I have a stackable washer/dryer, so it was either the cord had to be longer or the hoses. The cord seemed more viable and this worked perfectly!!",5,Great Item!,1397865600,"04 19, 2014"
A3DDTJ2TERFNQC,B00009W3PA,josh,"[0, 0]",was unable to find anything over 6ft in any of the stores around my area. This cord worked perfect. i didnt have any issues with install and product continues to work fine.,5,perfect fit,1356393600,"12 25, 2012"
